,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Price,Open,High,Low,Vol.,Change %,0,1,2,3,4,5,6,0.1,1.1,2.1,3.1,4.1,5.1,6.1
2665,2665.0,2665.0,2665.0,6/2/2000,271.25,270.5,272,267.25,20.82K,0.28%,,,,,,,,,,,,,,
2666,2666.0,2666.0,2666.0,6/5/2000,266,272.25,274,264,24.79K,-1.94%,,,,,,,,,,,,,,
2667,2667.0,2667.0,2667.0,6/6/2000,267,266,268,263,16.75K,0.38%,,,,,,,,,,,,,,
2668,2668.0,2668.0,2668.0,6/7/2000,264.25,267.5,268.5,260,23.23K,-1.03%,,,,,,,,,,,,,,
2669,2669.0,2669.0,2669.0,6/8/2000,266.5,264.5,268,263.5,14.21K,0.85%,,,,,,,,,,,,,,
2670,2670.0,2670.0,2670.0,6/9/2000,269.75,266.5,271.75,265.5,23.71K,1.22%,,,,,,,,,,,,,,
2671,2671.0,2671.0,2671.0,6/12/2000,265.75,268.5,268.5,264.5,17.28K,-1.48%,,,,,,,,,,,,,,
2672,2672.0,2672.0,2672.0,6/13/2000,264.75,266,268.25,264.25,16.95K,-0.38%,,,,,,,,,,,,,,
2673,2673.0,2673.0,2673.0,6/14/2000,261.25,263.5,264.75,260.5,18.74K,-1.32%,,,,,,,,,,,,,,
2674,2674.0,2674.0,2674.0,6/15/2000,262.75,261,264.75,260,15.90K,0.57%,,,,,,,,,,,,,,
2675,2675.0,2675.0,2675.0,6/16/2000,263,262.5,265.5,262.5,11.34K,0.10%,,,,,,,,,,,,,,
2676,2676.0,2676.0,2676.0,6/19/2000,268.75,263.75,269.5,261.5,12.98K,2.19%,,,,,,,,,,,,,,
2677,2677.0,2677.0,2677.0,6/20/2000,273.75,267.5,276,266.5,26.27K,1.86%,,,,,,,,,,,,,,
2678,2678.0,2678.0,2678.0,6/21/2000,277,274,279.75,273,19.65K,1.19%,,,,,,,,,,,,,,
2679,2679.0,2679.0,2679.0,6/22/2000,277.5,277.25,281,275,15.08K,0.18%,,,,,,,,,,,,,,
2680,2680.0,2680.0,2680.0,6/23/2000,272.25,277,277.5,272,14.21K,-1.89%,,,,,,,,,,,,,,
2681,2681.0,2681.0,2681.0,6/26/2000,274,272.25,276.75,271.25,11.07K,0.64%,,,,,,,,,,,,,,
2682,2682.0,2682.0,2682.0,6/27/2000,273.75,274,277,273,11.23K,-0.09%,,,,,,,,,,,,,,
2683,2683.0,2683.0,2683.0,6/28/2000,271.5,273.75,274,270.25,13.04K,-0.82%,,,,,,,,,,,,,,
2684,2684.0,2684.0,2684.0,6/29/2000,271.75,271.5,274,270.75,19.15K,0.09%,,,,,,,,,,,,,,
2685,2685.0,2685.0,2685.0,6/30/2000,259.5,272,274,258.5,7.29K,-4.51%,,,,,,,,,,,,,,
2686,2686.0,2686.0,2686.0,7/1/2000,246.25,260.5,261.5,237.5,72.62K,-5.11%,,,,,,,,,,,,,,
2687,2687.0,2687.0,2687.0,7/3/2000,245.5,260.5,261.5,243,5.35K,-0.30%,,,,,,,,,,,,,,
2688,2688.0,2688.0,2688.0,7/5/2000,248,247.5,251,247,3.51K,1.02%,,,,,,,,,,,,,,
2689,2689.0,2689.0,2689.0,7/6/2000,244.5,248.5,250,244,0.96K,-1.41%,,,,,,,,,,,,,,
2690,2690.0,2690.0,2690.0,7/7/2000,245.5,244.5,248,244.5,0.54K,0.41%,,,,,,,,,,,,,,
2691,2691.0,2691.0,2691.0,7/10/2000,247.25,243,247.25,241,0.74K,0.71%,,,,,,,,,,,,,,
2692,2692.0,2692.0,2692.0,7/11/2000,247,246.75,249,246.75,0.54K,-0.10%,,,,,,,,,,,,,,
2693,2693.0,2693.0,2693.0,7/12/2000,243,242,243,237.5,0.44K,-1.62%,,,,,,,,,,,,,,
2694,2694.0,2694.0,2694.0,7/13/2000,245,242,245.5,242,0.06K,0.82%,,,,,,,,,,,,,,
2695,2695.0,2695.0,2695.0,7/14/2000,242.5,244,244.5,242,0.06K,-1.02%,,,,,,,,,,,,,,
2696,2696.0,2696.0,2696.0,7/17/2000,244.25,248,248,243.75,7.23K,0.72%,,,,,,,,,,,,,,
2697,2697.0,2697.0,2697.0,7/18/2000,241.25,244.25,247.5,241,6.52K,-1.23%,,,,,,,,,,,,,,
2698,2698.0,2698.0,2698.0,7/19/2000,244.5,241.25,246,239,7.14K,1.35%,,,,,,,,,,,,,,
2699,2699.0,2699.0,2699.0,7/20/2000,246.75,244,247.5,244,3.79K,0.92%,,,,,,,,,,,,,,
2700,2700.0,2700.0,2700.0,7/21/2000,247.25,247,248.5,246.5,4.38K,0.20%,,,,,,,,,,,,,,
2701,2701.0,2701.0,2701.0,7/24/2000,245.5,247.25,249.5,242.5,4.39K,-0.71%,,,,,,,,,,,,,,
2702,2702.0,2702.0,2702.0,7/25/2000,245.5,244.75,247,243,5.97K,0.00%,,,,,,,,,,,,,,
2703,2703.0,2703.0,2703.0,7/26/2000,244.25,245.5,247.5,243,3.76K,-0.51%,,,,,,,,,,,,,,
2704,2704.0,2704.0,2704.0,7/27/2000,245.75,244.25,247.75,244.25,5.41K,0.61%,,,,,,,,,,,,,,
2705,2705.0,2705.0,2705.0,7/28/2000,248,246,259,246,5.70K,0.92%,,,,,,,,,,,,,,
2706,2706.0,2706.0,2706.0,7/31/2000,246.25,247.75,248.25,245.25,6.13K,-0.71%,,,,,,,,,,,,,,
2707,2707.0,2707.0,2707.0,8/1/2000,245,246.25,249.75,242.5,6.98K,-0.51%,,,,,,,,,,,,,,
2708,2708.0,2708.0,2708.0,8/2/2000,246.25,245,247.25,244.5,5.73K,0.51%,,,,,,,,,,,,,,
2709,2709.0,2709.0,2709.0,8/3/2000,242.25,246.25,247.5,241.75,7.05K,-1.62%,,,,,,,,,,,,,,
2710,2710.0,2710.0,2710.0,8/4/2000,237,241.5,241.5,236.5,6.08K,-2.17%,,,,,,,,,,,,,,
2711,2711.0,2711.0,2711.0,8/7/2000,233.5,237,239.75,233,6.49K,-1.48%,,,,,,,,,,,,,,
2712,2712.0,2712.0,2712.0,8/8/2000,236.5,234.5,237,234,8.20K,1.28%,,,,,,,,,,,,,,
2713,2713.0,2713.0,2713.0,8/9/2000,235.5,236,237.5,233.5,7.03K,-0.42%,,,,,,,,,,,,,,
2714,2714.0,2714.0,2714.0,8/10/2000,235.75,235.5,238,235,10.41K,0.11%,,,,,,,,,,,,,,
2715,2715.0,2715.0,2715.0,8/11/2000,236.75,236,238,232.5,7.03K,0.42%,,,,,,,,,,,,,,
2716,2716.0,2716.0,2716.0,8/14/2000,238.5,237,239,236,2.58K,0.74%,,,,,,,,,,,,,,
2717,2717.0,2717.0,2717.0,8/15/2000,240.5,239,241.5,238.25,3.78K,0.84%,,,,,,,,,,,,,,
2718,2718.0,2718.0,2718.0,8/16/2000,243.5,241,244.5,241,6.01K,1.25%,,,,,,,,,,,,,,
2719,2719.0,2719.0,2719.0,8/17/2000,239.5,244.75,245.5,238.5,4.71K,-1.64%,,,,,,,,,,,,,,
2720,2720.0,2720.0,2720.0,8/18/2000,238.75,239.5,241.25,237.5,5.95K,-0.31%,,,,,,,,,,,,,,
2721,2721.0,2721.0,2721.0,8/21/2000,236.25,238.75,238.75,234,5.51K,-1.05%,,,,,,,,,,,,,,
2722,2722.0,2722.0,2722.0,8/22/2000,234.75,236.5,238,234.5,5.75K,-0.63%,,,,,,,,,,,,,,
2723,2723.0,2723.0,2723.0,8/23/2000,233.75,234.75,235.25,232,3.47K,-0.43%,,,,,,,,,,,,,,
2724,2724.0,2724.0,2724.0,8/24/2000,240,234,240.5,233.75,8.57K,2.67%,,,,,,,,,,,,,,
2725,2725.0,2725.0,2725.0,8/25/2000,241.5,240,244.25,240,8.20K,0.63%,,,,,,,,,,,,,,
2726,2726.0,2726.0,2726.0,8/28/2000,245,241.5,247,241.5,8.77K,1.45%,,,,,,,,,,,,,,
2727,2727.0,2727.0,2727.0,8/29/2000,250.25,243.5,251,243.5,10.67K,2.14%,,,,,,,,,,,,,,
2728,2728.0,2728.0,2728.0,8/30/2000,246.25,250.25,250.75,245.75,14.03K,-1.60%,,,,,,,,,,,,,,
2729,2729.0,2729.0,2729.0,8/31/2000,250.75,248,251,247.25,4.98K,1.83%,,,,,,,,,,,,,,
2730,2730.0,2730.0,2730.0,9/1/2000,250.25,250.75,252,248,4.38K,-0.20%,,,,,,,,,,,,,,
2731,2731.0,2731.0,2731.0,9/5/2000,253,254.5,256,253,3.35K,1.10%,,,,,,,,,,,,,,
2732,2732.0,2732.0,2732.0,9/6/2000,247.5,250.5,250.5,245.5,1.85K,-2.17%,,,,,,,,,,,,,,
2733,2733.0,2733.0,2733.0,9/7/2000,249.5,248,250.25,247.5,1.53K,0.81%,,,,,,,,,,,,,,
2734,2734.0,2734.0,2734.0,9/8/2000,250.5,250.25,251.25,250,1.33K,0.40%,,,,,,,,,,,,,,
2735,2735.0,2735.0,2735.0,9/11/2000,249.25,250,250.5,248.75,0.94K,-0.50%,,,,,,,,,,,,,,
2736,2736.0,2736.0,2736.0,9/12/2000,245,246,246,241.75,0.30K,-1.71%,,,,,,,,,,,,,,
2737,2737.0,2737.0,2737.0,9/13/2000,242,245,245.5,240,0.56K,-1.22%,,,,,,,,,,,,,,
2738,2738.0,2738.0,2738.0,9/14/2000,242,241,242.5,241,0.07K,0.00%,,,,,,,,,,,,,,
2739,2739.0,2739.0,2739.0,9/15/2000,252.25,254,255.25,252,12.46K,4.24%,,,,,,,,,,,,,,
2740,2740.0,2740.0,2740.0,9/18/2000,256.25,253.5,257,248.5,23.18K,1.59%,,,,,,,,,,,,,,
2741,2741.0,2741.0,2741.0,9/19/2000,249.25,256,257,249,20.33K,-2.73%,,,,,,,,,,,,,,
2742,2742.0,2742.0,2742.0,9/20/2000,249.75,248.75,253,248,12.42K,0.20%,,,,,,,,,,,,,,
2743,2743.0,2743.0,2743.0,9/21/2000,247.5,248.75,250,246,15.54K,-0.90%,,,,,,,,,,,,,,
2744,2744.0,2744.0,2744.0,9/22/2000,250.75,247.25,252,246.75,11.68K,1.31%,,,,,,,,,,,,,,
2745,2745.0,2745.0,2745.0,9/25/2000,253.5,251.5,255,251.5,11.38K,1.10%,,,,,,,,,,,,,,
2746,2746.0,2746.0,2746.0,9/26/2000,254.5,253.75,257,253.25,12.33K,0.39%,,,,,,,,,,,,,,
2747,2747.0,2747.0,2747.0,9/27/2000,258.5,254.75,259.5,252.75,15.52K,1.57%,,,,,,,,,,,,,,
2748,2748.0,2748.0,2748.0,9/28/2000,259.25,258.75,261.5,258.5,15.63K,0.29%,,,,,,,,,,,,,,
2749,2749.0,2749.0,2749.0,9/29/2000,265,259.25,266,258,22.49K,2.22%,,,,,,,,,,,,,,
2750,2750.0,2750.0,2750.0,10/1/2000,254.75,265.5,280.5,250.5,364.34K,-3.87%,,,,,,,,,,,,,,
2751,2751.0,2751.0,2751.0,10/2/2000,267,265.5,272,264,16.98K,4.81%,,,,,,,,,,,,,,
2752,2752.0,2752.0,2752.0,10/3/2000,268.75,267.25,269,263,18.32K,0.66%,,,,,,,,,,,,,,
2753,2753.0,2753.0,2753.0,10/4/2000,267.25,268,270.5,266.5,18.51K,-0.56%,,,,,,,,,,,,,,
2754,2754.0,2754.0,2754.0,10/5/2000,267.25,266.5,268.5,263.25,16.12K,0.00%,,,,,,,,,,,,,,
2755,2755.0,2755.0,2755.0,10/6/2000,268,267,270.5,266,12.54K,0.28%,,,,,,,,,,,,,,
2756,2756.0,2756.0,2756.0,10/9/2000,267.25,269.25,269.25,264.5,6.83K,-0.28%,,,,,,,,,,,,,,
2757,2757.0,2757.0,2757.0,10/10/2000,275.25,267.5,275.5,266.5,24.67K,2.99%,,,,,,,,,,,,,,
2758,2758.0,2758.0,2758.0,10/11/2000,276.75,275.25,278.5,273.5,24.43K,0.54%,,,,,,,,,,,,,,
2759,2759.0,2759.0,2759.0,10/12/2000,273.5,276.75,280.5,272,22.58K,-1.17%,,,,,,,,,,,,,,
2760,2760.0,2760.0,2760.0,10/13/2000,267.25,272.5,273.5,267,18.40K,-2.29%,,,,,,,,,,,,,,
2761,2761.0,2761.0,2761.0,10/16/2000,270.75,267,271.5,265.5,13.38K,1.31%,,,,,,,,,,,,,,
2762,2762.0,2762.0,2762.0,10/17/2000,268.5,271,274,265.5,16.87K,-0.83%,,,,,,,,,,,,,,
2763,2763.0,2763.0,2763.0,10/18/2000,263.75,268,270,262.25,15.39K,-1.77%,,,,,,,,,,,,,,
2764,2764.0,2764.0,2764.0,10/19/2000,260.25,264,264.75,259.75,18.98K,-1.33%,,,,,,,,,,,,,,
2765,2765.0,2765.0,2765.0,10/20/2000,261.25,259.75,263.5,258.5,13.88K,0.38%,,,,,,,,,,,,,,
2766,2766.0,2766.0,2766.0,10/23/2000,256.75,260,260.5,256,20.81K,-1.72%,,,,,,,,,,,,,,
2767,2767.0,2767.0,2767.0,10/24/2000,256.25,257.75,258.5,253,19.73K,-0.19%,,,,,,,,,,,,,,
2768,2768.0,2768.0,2768.0,10/25/2000,255.5,257.5,258.5,253.75,11.71K,-0.29%,,,,,,,,,,,,,,
2769,2769.0,2769.0,2769.0,10/26/2000,256.25,255,258,254.75,11.71K,0.29%,,,,,,,,,,,,,,
2770,2770.0,2770.0,2770.0,10/27/2000,259,256.5,260.5,256.25,10.99K,1.07%,,,,,,,,,,,,,,
2771,2771.0,2771.0,2771.0,10/30/2000,255.5,259,260.5,254,14.38K,-1.35%,,,,,,,,,,,,,,
2772,2772.0,2772.0,2772.0,10/31/2000,254.75,256,258.5,250.5,17.12K,-0.29%,,,,,,,,,,,,,,
2773,2773.0,2773.0,2773.0,11/1/2000,254.75,255.5,257,254.5,12.49K,0.00%,,,,,,,,,,,,,,
2774,2774.0,2774.0,2774.0,11/2/2000,259.75,255,261,255,12.26K,1.96%,,,,,,,,,,,,,,
2775,2775.0,2775.0,2775.0,11/3/2000,264,260,265,260,16.08K,1.64%,,,,,,,,,,,,,,
2776,2776.0,2776.0,2776.0,11/6/2000,262.75,264,266.5,262,13.21K,-0.47%,,,,,,,,,,,,,,
2777,2777.0,2777.0,2777.0,11/7/2000,262.25,263,263.25,260.5,9.29K,-0.19%,,,,,,,,,,,,,,
2778,2778.0,2778.0,2778.0,11/8/2000,265.25,263.25,266,262.25,12.54K,1.14%,,,,,,,,,,,,,,
2779,2779.0,2779.0,2779.0,11/9/2000,258.25,265.75,266.25,258,18.59K,-2.64%,,,,,,,,,,,,,,
2780,2780.0,2780.0,2780.0,11/10/2000,256.75,258.25,258.25,254.75,15.13K,-0.58%,,,,,,,,,,,,,,
2781,2781.0,2781.0,2781.0,11/13/2000,257.75,258,259,255.5,16.63K,0.39%,,,,,,,,,,,,,,
2782,2782.0,2782.0,2782.0,11/14/2000,255.75,258,259.5,255.25,14.04K,-0.78%,,,,,,,,,,,,,,
2783,2783.0,2783.0,2783.0,11/15/2000,254.5,256,258,254,9.46K,-0.49%,,,,,,,,,,,,,,
2784,2784.0,2784.0,2784.0,11/16/2000,254.5,254.5,255.5,252,14.11K,0.00%,,,,,,,,,,,,,,
2785,2785.0,2785.0,2785.0,11/17/2000,256,255,258.25,255,11.90K,0.59%,,,,,,,,,,,,,,
2786,2786.0,2786.0,2786.0,11/20/2000,256,256.5,259.75,255.5,13.11K,0.00%,,,,,,,,,,,,,,
2787,2787.0,2787.0,2787.0,11/21/2000,254.75,255,256.5,253.5,10.91K,-0.49%,,,,,,,,,,,,,,
2788,2788.0,2788.0,2788.0,11/22/2000,257.5,255.25,258,253.75,11.50K,1.08%,,,,,,,,,,,,,,
2789,2789.0,2789.0,2789.0,11/24/2000,260.5,259,263,258,7.09K,1.17%,,,,,,,,,,,,,,
2790,2790.0,2790.0,2790.0,11/27/2000,257.25,261,262,257,21.81K,-1.25%,,,,,,,,,,,,,,
2791,2791.0,2791.0,2791.0,11/28/2000,255.5,257.25,257.25,254,18.19K,-0.68%,,,,,,,,,,,,,,
2792,2792.0,2792.0,2792.0,11/29/2000,251.5,254.5,256.25,251,34.81K,-1.57%,,,,,,,,,,,,,,
2793,2793.0,2793.0,2793.0,11/30/2000,256,251.5,256.25,251,14.34K,1.79%,,,,,,,,,,,,,,
2794,2794.0,2794.0,2794.0,12/1/2000,260.25,256,261.25,256,10.22K,1.66%,,,,,,,,,,,,,,
2795,2795.0,2795.0,2795.0,12/4/2000,262,260.5,263.5,259.5,7.34K,0.67%,,,,,,,,,,,,,,
2796,2796.0,2796.0,2796.0,12/5/2000,259.25,261,261.5,258,4.82K,-1.05%,,,,,,,,,,,,,,
2797,2797.0,2797.0,2797.0,12/6/2000,260,259.5,261,258.75,4.40K,0.29%,,,,,,,,,,,,,,
2798,2798.0,2798.0,2798.0,12/7/2000,254.75,262,262,255,3.18K,-2.02%,,,,,,,,,,,,,,
2799,2799.0,2799.0,2799.0,12/8/2000,257.5,252,257.5,252,0.28K,1.08%,,,,,,,,,,,,,,
2800,2800.0,2800.0,2800.0,12/11/2000,255,257,257.25,255,0.94K,-0.97%,,,,,,,,,,,,,,
2801,2801.0,2801.0,2801.0,12/12/2000,254.5,256.5,258.5,254.5,0.20K,-0.20%,,,,,,,,,,,,,,
2802,2802.0,2802.0,2802.0,12/13/2000,255,254,256.5,254,0.24K,0.20%,,,,,,,,,,,,,,
2803,2803.0,2803.0,2803.0,12/14/2000,253,257,257,253,0.23K,-0.78%,,,,,,,,,,,,,,
2804,2804.0,2804.0,2804.0,12/15/2000,265.25,268,269.5,264.5,14.81K,4.84%,,,,,,,,,,,,,,
2805,2805.0,2805.0,2805.0,12/18/2000,268.75,265.5,269,265,12.50K,1.32%,,,,,,,,,,,,,,
2806,2806.0,2806.0,2806.0,12/19/2000,272.5,269,273,267,14.84K,1.40%,,,,,,,,,,,,,,
2807,2807.0,2807.0,2807.0,12/20/2000,271,274,274.5,268.5,11.47K,-0.55%,,,,,,,,,,,,,,
2808,2808.0,2808.0,2808.0,12/21/2000,272.75,271,273,268.5,9.13K,0.65%,,,,,,,,,,,,,,
2809,2809.0,2809.0,2809.0,12/22/2000,275.75,273,277.5,273,16.19K,1.10%,,,,,,,,,,,,,,
2810,2810.0,2810.0,2810.0,12/26/2000,274.5,275.5,275.75,274.25,4.82K,-0.45%,,,,,,,,,,,,,,
2811,2811.0,2811.0,2811.0,12/27/2000,272.75,274,274.5,270.5,6.08K,-0.64%,,,,,,,,,,,,,,
2812,2812.0,2812.0,2812.0,12/28/2000,271.75,272.5,274.5,271.5,5.21K,-0.37%,,,,,,,,,,,,,,
2813,2813.0,2813.0,2813.0,12/29/2000,279.5,271.5,280,271.5,15.55K,2.85%,,,,,,,,,,,,,,
2814,2814.0,2814.0,2814.0,1/1/2001,273,278.5,294.5,268,410.55K,-2.33%,,,,,,,,,,,,,,
2815,2815.0,2815.0,2815.0,1/2/2001,276.25,278.5,280,275,14.28K,1.19%,,,,,,,,,,,,,,
2816,2816.0,2816.0,2816.0,1/3/2001,283.25,276.25,284,275.5,28.72K,2.53%,,,,,,,,,,,,,,
2817,2817.0,2817.0,2817.0,1/4/2001,284.25,283,284.5,281.5,20.43K,0.35%,,,,,,,,,,,,,,
2818,2818.0,2818.0,2818.0,1/5/2001,283,284.5,284.5,280,19.38K,-0.44%,,,,,,,,,,,,,,
2819,2819.0,2819.0,2819.0,1/8/2001,283,283.5,283.5,278.5,14.10K,0.00%,,,,,,,,,,,,,,
2820,2820.0,2820.0,2820.0,1/9/2001,285,282.5,287.5,281,21.41K,0.71%,,,,,,,,,,,,,,
2821,2821.0,2821.0,2821.0,1/10/2001,289,284.5,289.5,284.5,25.78K,1.40%,,,,,,,,,,,,,,
2822,2822.0,2822.0,2822.0,1/11/2001,289.75,288.5,294.5,285,35.15K,0.26%,,,,,,,,,,,,,,
2823,2823.0,2823.0,2823.0,1/12/2001,289,289,290,285.5,20.16K,-0.26%,,,,,,,,,,,,,,
2824,2824.0,2824.0,2824.0,1/16/2001,285.25,287.75,288,284,15.96K,-1.30%,,,,,,,,,,,,,,
2825,2825.0,2825.0,2825.0,1/17/2001,282.5,284.5,285.5,282.25,13.43K,-0.96%,,,,,,,,,,,,,,
2826,2826.0,2826.0,2826.0,1/18/2001,284.5,283.5,286.75,283,10.89K,0.71%,,,,,,,,,,,,,,
2827,2827.0,2827.0,2827.0,1/19/2001,285.5,284.5,287.5,282,17.12K,0.35%,,,,,,,,,,,,,,
2828,2828.0,2828.0,2828.0,1/22/2001,285.25,286,286.5,282,14.69K,-0.09%,,,,,,,,,,,,,,
2829,2829.0,2829.0,2829.0,1/23/2001,285.75,285.5,287,283,12.19K,0.18%,,,,,,,,,,,,,,
2830,2830.0,2830.0,2830.0,1/24/2001,285.5,286,286.5,281.5,17.80K,-0.09%,,,,,,,,,,,,,,
2831,2831.0,2831.0,2831.0,1/25/2001,279,285.5,286.5,278.25,20.88K,-2.28%,,,,,,,,,,,,,,
2832,2832.0,2832.0,2832.0,1/26/2001,276.25,279,280.5,276,19.83K,-0.99%,,,,,,,,,,,,,,
2833,2833.0,2833.0,2833.0,1/29/2001,269.25,276,276.25,268,36.86K,-2.53%,,,,,,,,,,,,,,
2834,2834.0,2834.0,2834.0,1/30/2001,270.5,269.25,272.5,269,16.87K,0.46%,,,,,,,,,,,,,,
2835,2835.0,2835.0,2835.0,1/31/2001,273,270.5,273.5,268,14.63K,0.92%,,,,,,,,,,,,,,
2836,2836.0,2836.0,2836.0,2/1/2001,270.25,273.5,273.5,270,13.31K,-1.01%,,,,,,,,,,,,,,
2837,2837.0,2837.0,2837.0,2/2/2001,272,271,273,269,11.25K,0.65%,,,,,,,,,,,,,,
2838,2838.0,2838.0,2838.0,2/5/2001,268.5,272.5,276,268,3.37K,-1.29%,,,,,,,,,,,,,,
2839,2839.0,2839.0,2839.0,2/6/2001,267,267.5,269.25,265.25,21.13K,-0.56%,,,,,,,,,,,,,,
2840,2840.0,2840.0,2840.0,2/7/2001,267,267,269,266,12.63K,0.00%,,,,,,,,,,,,,,
2841,2841.0,2841.0,2841.0,2/8/2001,266.75,267,270.5,266,15.34K,-0.09%,,,,,,,,,,,,,,
2842,2842.0,2842.0,2842.0,2/9/2001,266.25,267,269,266,10.82K,-0.19%,,,,,,,,,,,,,,
2843,2843.0,2843.0,2843.0,2/12/2001,261.75,266,267.5,261.25,18.54K,-1.69%,,,,,,,,,,,,,,
2844,2844.0,2844.0,2844.0,2/13/2001,263,262,263.5,260.5,14.36K,0.48%,,,,,,,,,,,,,,
2845,2845.0,2845.0,2845.0,2/14/2001,267.5,263.5,269,263,17.76K,1.71%,,,,,,,,,,,,,,
2846,2846.0,2846.0,2846.0,2/15/2001,267.5,268,269.25,265,12.30K,0.00%,,,,,,,,,,,,,,
2847,2847.0,2847.0,2847.0,2/16/2001,264.25,267,269,263.5,10.28K,-1.21%,,,,,,,,,,,,,,
2848,2848.0,2848.0,2848.0,2/20/2001,266.25,265.25,268,265,10.73K,0.76%,,,,,,,,,,,,,,
2849,2849.0,2849.0,2849.0,2/21/2001,262.25,267,267.5,261.5,16.10K,-1.50%,,,,,,,,,,,,,,
2850,2850.0,2850.0,2850.0,2/22/2001,258.5,262.5,264.25,258,17.47K,-1.43%,,,,,,,,,,,,,,
2851,2851.0,2851.0,2851.0,2/23/2001,259.25,258.5,260,257.5,17.84K,0.29%,,,,,,,,,,,,,,
2852,2852.0,2852.0,2852.0,2/26/2001,259,260,260,256.25,24.52K,-0.10%,,,,,,,,,,,,,,
2853,2853.0,2853.0,2853.0,2/27/2001,257.5,260.25,260.5,257,23.31K,-0.58%,,,,,,,,,,,,,,
2854,2854.0,2854.0,2854.0,2/28/2001,265,258.5,269,257.5,9.34K,2.91%,,,,,,,,,,,,,,
2855,2855.0,2855.0,2855.0,3/1/2001,266.75,267.5,268.75,265,6.49K,0.66%,,,,,,,,,,,,,,
2856,2856.0,2856.0,2856.0,3/2/2001,270.5,269,271.5,268,6.12K,1.41%,,,,,,,,,,,,,,
2857,2857.0,2857.0,2857.0,3/5/2001,273.75,271,274.5,271,,1.20%,,,,,,,,,,,,,,
2858,2858.0,2858.0,2858.0,3/6/2001,272.25,274,274.75,270.5,2.43K,-0.55%,,,,,,,,,,,,,,
2859,2859.0,2859.0,2859.0,3/7/2001,270,271,271,268.75,1.46K,-0.83%,,,,,,,,,,,,,,
2860,2860.0,2860.0,2860.0,3/8/2001,270.5,270,272.5,267.75,0.94K,0.19%,,,,,,,,,,,,,,
2861,2861.0,2861.0,2861.0,3/9/2001,270.25,268,271,268,0.32K,-0.09%,,,,,,,,,,,,,,
2862,2862.0,2862.0,2862.0,3/12/2001,277,271,277,270.5,0.34K,2.50%,,,,,,,,,,,,,,
2863,2863.0,2863.0,2863.0,3/13/2001,276,279,279,275.25,0.30K,-0.36%,,,,,,,,,,,,,,
2864,2864.0,2864.0,2864.0,3/14/2001,276.75,278.25,278.25,275.25,,0.27%,,,,,,,,,,,,,,
2865,2865.0,2865.0,2865.0,3/15/2001,273.75,284.75,285,271.5,25.66K,-1.08%,,,,,,,,,,,,,,
2866,2866.0,2866.0,2866.0,3/16/2001,270.5,273.75,275,270,19.03K,-1.19%,,,,,,,,,,,,,,
2867,2867.0,2867.0,2867.0,3/19/2001,268.75,270,271.75,264.5,,-0.65%,,,,,,,,,,,,,,
2868,2868.0,2868.0,2868.0,3/20/2001,270.75,269.5,271.5,267.5,7.62K,0.74%,,,,,,,,,,,,,,
2869,2869.0,2869.0,2869.0,3/21/2001,266.5,271.25,271.25,262,20.63K,-1.57%,,,,,,,,,,,,,,
2870,2870.0,2870.0,2870.0,3/22/2001,259.75,267,268,259,14.43K,-2.53%,,,,,,,,,,,,,,
